City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
602,Kontagora,NG,72.7,light rain,10.3999,5.4695,Queens Guest Inn
605,Kieta,PG,84.79,broken clouds,-6.2167,155.6333,Uruna Bay Retreat
606,Kropotkin,RU,71.53,scattered clouds,45.4375,40.5756,Hotel Europe Kropotkin
609,Toba,JP,77.0,light rain,34.4833,136.85,ホテル アルティア鳥羽
610,Ban Tak,TH,78.21,overcast clouds,17.0432,99.0813,Bansuansiriwat
612,Yichun,CN,69.48,broken clouds,47.7,128.9,锦江酒店
613,Dhidhdhoo,MV,81.75,broken clouds,6.8833,73.1,Dhidhoo beach
614,Cascais,PT,73.51,few clouds,38.6979,-9.4215,Hotel Vila Galé Cascais
615,Sorada,IN,78.69,moderate rain,19.75,84.4333,PWD Guest House
616,La Ronge,CA,86.25,few clouds,55.1001,-105.2842,Northland Motor Hotel
618,San Felipe,VE,72.39,broken clouds,10.3399,-68.7425,Posada Llovizna Rodríguez
619,Harper,LR,74.5,light rain,4.375,-7.7169,Screensaver
620,Kijang,KR,80.33,clear sky,35.2442,129.2139,Samyang Beach Villa
621,Komatsu,JP,78.78,broken clouds,36.4026,136.4509,APAHOTEL KOMATSU GRAND
625,Puerto Escondido,MX,85.03,broken clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
626,Rio Claro,BR,67.57,overcast clouds,-22.4114,-47.5614,Hotel Vivendas Rio Claro by Atlantica
634,Bosaso,SO,88.83,overcast clouds,11.2842,49.1816,Red Sea Hotel
635,Tanggu,CN,87.76,broken clouds,39.0211,117.6469,Ibis Tianjin Tanggu Hotel
638,Newton,US,81.64,few clouds,42.337,-71.2092,Sheraton Boston Needham Hotel
639,Fare,PF,76.89,scattered clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
643,Dryden,CA,84.49,clear sky,49.7833,-92.7503,"Holiday Inn Express Dryden, an IHG Hotel"
645,Sibu,MY,75.51,mist,2.3,111.8167,RH HOTEL (4 Star)
648,Monte Alegre,BR,76.21,overcast clouds,-2.0078,-54.0692,Hotel Shekinah
649,Bani Walid,LY,71.91,clear sky,31.7566,13.9942,منزل مفتاح محمد الزلبي
650,Ternate,ID,77.74,overcast clouds,0.8,127.4,Sahid Bela Ternate Hotel
651,Nago,JP,86.45,light rain,26.5881,127.9761,Hotel Yugaf Inn Okinawa
652,Cedar Lake,US,70.11,moderate rain,41.3648,-87.4411,Cedar Lake Ministries RV Park
653,Kahta,TR,78.17,clear sky,37.7855,38.6237,KommageneİZ Hotel
654,La Rioja,ES,69.58,scattered clouds,42.25,-2.5,Casa Concejos
655,Fairbanks,US,72.09,overcast clouds,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
656,Nicoya,CR,76.71,overcast clouds,10.1483,-85.452,Las Cabinas Del Sueño
658,Tarifa,ES,82.42,clear sky,36.0139,-5.607,Hostel Facundo
661,Hami,CN,80.6,scattered clouds,42.8,93.45,Laoyutang Resort
662,Miri,MY,75.34,few clouds,4.4148,114.0089,"Mega Hotel, Miri"
663,Popondetta,PG,83.21,broken clouds,-8.7537,148.2534,Timos Transit House
664,Kerman,IR,75.06,clear sky,30.2832,57.0788,هتل آپارتمان آسام
665,Planadas,CO,77.43,broken clouds,3.197,-75.6451,Coffee Hotel Planadas
668,Sumenep,ID,81.03,broken clouds,-7.0167,113.8667,OYO 3271 Homestay Pandian
670,Ibra,OM,87.96,overcast clouds,22.6906,58.5334,مزرعة راحة النفوس المنزفة
671,Hulan,CN,71.71,broken clouds,45.9833,126.6,Mingda Hotel
672,Ewa Beach,US,85.01,scattered clouds,21.3156,-158.0072,Base Lodging
674,Amarante Do Maranhao,BR,80.11,broken clouds,-5.5667,-46.7422,Hotéis Caçulinha
676,Acarau,BR,78.69,broken clouds,-2.8856,-40.12,castelo pizzaria
677,Santa Cruz De La Palma,ES,71.74,clear sky,28.6835,-17.7642,H10 Taburiente Playa
679,Wamba,NG,71.44,light rain,8.9333,8.6,Roma Zee Guest House Annex
681,Aviles,ES,73.18,clear sky,43.5547,-5.9248,"Palacio de Avilés, Affiliated by Meliá"
682,Acapulco,MX,85.82,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
687,Sorrento,IT,76.57,clear sky,40.626,14.3744,Hilton Sorrento Palace
688,Roanoke,US,85.41,few clouds,37.271,-79.9414,"The Hotel Roanoke & Conference Center, Curio Collection by Hilton"
690,Kutum,SD,70.84,overcast clouds,14.2,24.6667,Dibbo areaمنطقة دبو
691,Colares,PT,72.34,few clouds,38.7992,-9.4469,Arribas Sintra Hotel
692,Bintulu,MY,75.61,few clouds,3.1667,113.0333,900 Boutique INN
694,Sainte-Marie,RE,68.13,broken clouds,-20.8968,55.5496,Les pailles en queue de Sainte Marie
695,Bay Roberts,CA,66.65,broken clouds,47.5999,-53.2648,Stonewall Inn
696,Grand-Santi,GF,72.66,overcast clouds,4.25,-54.3833,Hotel La Villa Couacou
697,Nizhniy Kuranakh,RU,79.63,broken clouds,58.8353,125.4869,Park Pobedy
698,High Prairie,CA,77.63,overcast clouds,55.4334,-116.4858,Royal Star Motor Inn
700,Kampong Thum,KH,77.88,broken clouds,12.7111,104.8887,Sambor Village Hotel
703,Beipiao,CN,73.58,scattered clouds,41.7919,120.7792,Beipiao Hotel
704,Pangkalanbuun,ID,75.56,broken clouds,-2.6833,111.6167,Grand Kecubung Hotel
705,Freetown,SL,76.69,light rain,8.484,-13.2299,The Country Lodge Hotel
707,Camacha,PT,65.62,broken clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
708,Cairo,EG,79.56,clear sky,30.0626,31.2497,Grand Hotel
710,Tommot,RU,77.54,broken clouds,58.9564,126.2925,Gostinitsa Tommot
